*********	*********	*********	*********	*********	*********	*********	*********	*********
ID SOLICITACAO	DATA SOLICITACAO	NOME CLIENTE	SOBRENOME CLIENTE	UF CLIENTE/CIDADE	DEPARTAMENTO	SKU/PRODUTO/CARACTERISTICAS	NUM NF/VALOR NF	REGIAO
231939	28*12*2019	Maria_Cecília	Silverstone_Steves	Alagoas/Palmeira dos Índios	         Eletrônicos	ST56/SmartTV-4k52pol	868326840-6074,38	Nordeste
177639	19*1*2019	Maria Clara	Moraes_Monteiro	Alagoas/Rio Largo	           Eletrodoméstico	CFO4/Fogão-6Bocas110V	867983187-1467,6	Nordeste
198315	12*1*2019	Ana_Luiza	Garcia_Meneghel	Alagoas/Rio Largo	             Eletrodoméstico	AC12/Ar condicionado-12000BTUSplit	875418165-2182,42	Nordeste
569589	2*8*2019	Ana_Clara	Carvalho_Ferraz	Alagoas/Rio Largo	        Eletrônicos	SP3X/Celular-4GB128GB	870627372-4821,03	Nordeste
137375	10*4*2019	Arthur_Miguel	Lins_Lessa	Alagoas/União dos Palmares	                   Eletrônicos	TB7A/Tablet-7,5pol	837228906-844,65	Nordeste
606117	25*12*2019	Luiza	Alves_Müller	Alagoas/União dos Palmares	       Eletrodoméstico	LR13/Lavadora-12kg110V	856052172-2675,99	Nordeste
212065	2*1*2019	Lorena	Fontenelle_Steves	Alagoas/União dos Palmares	       Eletrodoméstico	LR79/Lavadora-7kgBiVolt	821572399-2564,12	Nordeste
705649	17*3*2019	Guilherme	Castiel_Dantas	Alagoas/União dos Palmares	           Eletrodoméstico	52SB/Fogão-4Bocas220V	835457877-966,24	Nordeste
779231	9*10*2019	Sarah	Lessa_Carvalho	Alagoas/União dos Palmares	       Eletrodoméstico	LR79/Lavadora-7kgBiVolt	848924835-2564,12	Nordeste
*********	*********	*********	*********	*********	*********	*********	*********	*********
427916	18*8*2019	Maria_Eduarda	Lins_Liberato	Amazonas/Coari	                 Eletrodoméstico	C45L/Refrigerador-450litrosFros	856020952-2473,37	Norte
612286	19*12*2019	Maria_Luiza	Santana_Gimenez	Amazonas/Coari	                   Eletroportateis	CF16/Cafeteira-smartCafe	891371760-552,5	Norte
185978	12*3*2019	Esther	Antunes_Arantes	Amazonas/Coari	           Eletrodoméstico	52SB/Fogão-4Bocas220V	833149576-966,24	Norte
909595	20*4*2019	Isabelly	Resende_Fischer	Amazonas/Coari	         Eletrônicos	ST56/SmartTV-4k52pol	872720739-6074,38	Norte
605186	18*10*2019	Marina	Rios_Arantes	Amazonas/Coari	          Eletrônicos	NT8F/Notebook-i55GB500GB	879610485-3582,23	Norte
299803	19*12*2019	Heitor	Sanches_Lombardi	Amazonas/Coari	          Eletrônicos	NT9X/Notebook-i78GB1TB	856794858-4896,53	Norte
268403	29*12*2019	Maria Clara	Bongiovanni_Barros	Amazonas/Coari	                 Eletrodoméstico	C45L/Refrigerador-450litrosFros	888689129-2473,37	Norte
671134	8*1*2019	Letícia	Lombardi_Medeiros	Amazonas/Itacoatiara	             Eletrodoméstico	AC75/Ar condicionado-7500BTUSplit	839155142-1581,03	Norte
318477	10*2*2019	Rafaela	Moura_Alves	Amazonas/Itacoatiara	                   Eletroportateis	CF16/Cafeteira-smartCafe	851255830-552,5	Norte
841183	27*2*2019	Ana_Júlia	Gimenez_Carvalho	Amazonas/Itacoatiara	        Eletrônicos	SP13/Celular-4G64GB	839390400-3028,9	Norte
408279	22*4*2019	Lucca	Timberg_Garcia	Amazonas/Itacoatiara	Eletroportateis	LQ67/Liquidificador-3velocidades	820921423-302,01	Norte
562395	2*6*2019	Murilo	Fontenelle_Dieckmann	Amazonas/Manacapuru	Eletroportateis	LQ67/Liquidificador-3velocidades	814692942-302,01	Norte
421626	28*12*2019	Ana Clara	Resende_Resende	Amazonas/Manacapuru	          Eletrônicos	NT9X/Notebook-i78GB1TB	872818933-4896,53	Norte
452245	16*1*2019	Felipe	Sheherazade_Drummond	Amazonas/Manacapuru	Eletroportateis	LQ12/Liquidificador-5velocidades	845006225-588,82	Norte
558627	30*4*2019	Pietro	Reymond_Dolabella	Amazonas/Manacapuru	       Eletrodoméstico	LR13/Lavadora-12kg110V	823619731-2675,99	Norte
276239	1*3*2019	Isaac	Alves_Close	Amazonas/Manaus	                   Eletroportateis	CF16/Cafeteira-smartCafe	864782827-552,5	Norte
310306	19*10*2019	Yasmin	Lambertini_Fagundes	Amazonas/Manaus	         Eletrônicos	ST56/SmartTV-4k52pol	819375215-6074,38	Norte
898156	2*11*2019	Miguel	Steves_Müller	Amazonas/Manaus	           Eletrodoméstico	52SB/Fogão-4Bocas220V	835230749-966,24	Norte
*********	*********	*********	*********	*********	*********	*********	*********	*********
135161	30*3*2019	Gabriel	Drummond_Campos	Amapa/Laranjal do Jari	Eletroportateis	LQ12/Liquidificador-5velocidades	830723502-588,82	Norte
754034	14*12*2019	Felipe	Gonçalves_Ganzarolli	Amapa/Laranjal do Jari	           Eletrodoméstico	52SB/Fogão-4Bocas220V	814350847-966,24	Norte
250238	31*1*2019	João Lucas	Vilela_Alves	Amapa/Macapá	                   Eletroportateis	CF16/Cafeteira-smartCafe	871798920-552,5	Norte
898347	17*4*2019	Davi_Luiz	Ribeiro_Barcelos	Amapa/Macapá	          Eletrônicos	NT9X/Notebook-i78GB1TB	827819531-4896,53	Norte
830025	24*6*2019	Alice	Torres_Fernandes	Amapa/Macapá	        Eletrônicos	SP3X/Celular-4GB128GB	850149505-4821,03	Norte
512040	13*11*2019	Ana	Vitti_Fischer	Amapa/Macapá	              Eletroportateis	FP32/Ferro de passar-500Wvapor	877886251-552,42	Norte
829718	22*12*2019	João Pedro	Sanches_Góes	Amapa/Mazagão	       Eletrodoméstico	LR79/Lavadora-7kgBiVolt	858723360-2564,12	Norte
505720	29*9*2019	Davi Lucas	Ribeiro_Schmütz	Amapa/Mazagão	        Eletrônicos	SP13/Celular-4G64GB	869453773-3028,9	Norte
549313	30*10*2019	Marina	Lombardi_Santana	Amapa/Oiapoque	Eletroportateis	LQ67/Liquidificador-3velocidades	830695737-302,01	Norte
165197	18*12*2019	Clara	Silverstone_Ferraz	Amapa/Oiapoque	                 Eletrodoméstico	C45L/Refrigerador-450litrosFros	842185733-2473,37	Norte
195554	20*12*2019	Maria_Cecília	Oliveira_Arantes	Amapa/Oiapoque	         Eletrônicos	ST88/SmartTV-FullHD32pol	871321850-3628,63	Norte
*********	*********	*********	*********	*********	*********	*********	*********	*********
285967	15*1*2019	Felipe	Duarte_Oliveira	Bahia/Camaçari	                 Eletrodoméstico	C45L/Refrigerador-450litrosFros	865956261-2473,37	Nordeste
191549	11*2*2019	Vitória	Alves_Assunção	Bahia/Camaçari	         Eletrônicos	ST56/SmartTV-4k52pol	818552821-6074,38	Nordeste
109978	10*6*2019	Bryan	Vitti_Fischer	Bahia/Camaçari	              Eletroportateis	FP02/Ferro de passar-300Wvapor	839288681-134,72	Nordeste
220504	14*7*2019	Emanuel	Cavalcante_Campos	Bahia/Camaçari	        Eletrônicos	SP13/Celular-4G64GB	890501972-3028,9	Nordeste
711445	26*11*2019	Eduardo	Roriz_Fagundes	Bahia/Camaçari	          Eletrônicos	NT9X/Notebook-i78GB1TB	866272676-4896,53	Nordeste
773446	27*12*2019	Alice	Fischer_Menezes	Bahia/Camaçari	                   Eletrônicos	TB47/Tablet-9,6pol	834309266-1471,23	Nordeste
500289	14*7*2019	Antônio	Carvalho_Falabella	Bahia/Feira de Santana	        Eletrônicos	SP13/Celular-4G64GB	834079197-3028,9	Nordeste
829428	31*7*2019	Maria_Luiza	Lambertini_Guimarães	Bahia/Feira de Santana	                   Eletroportateis	CF67/Cafeteira-convencional	868684745-105,51	Nordeste
174790	22*11*2019	Arthur_Miguel	Liberato_Ganzarolli	Bahia/Feira de Santana	                 Eletrodoméstico	C45L/Refrigerador-450litrosFros	839573868-2473,37	Nordeste
765460	23*12*2019	Francisco	Hickmann_Hickmann	Bahia/Itabuna	Eletroportateis	LQ67/Liquidificador-3velocidades	895530478-302,01	Nordeste
441076	11*12*2019	Rafael	Arantes_Evelyn	Bahia/Itabuna	                   Eletrônicos	TB7A/Tablet-7,5pol	837440044-844,65	Nordeste
201900	17*8*2019	Luiz_Felipe	Steves_Bial	Bahia/Salvador	              Eletroportateis	FP02/Ferro de passar-300Wvapor	863005350-134,72	Nordeste
854280	28*6*2019	Benjamin	Lins_Campos	Bahia/Salvador	              Eletroportateis	FP02/Ferro de passar-300Wvapor	843660611-134,72	Nordeste
161667	30*7*2019	João Miguel	Carvalho_Barros	Bahia/Salvador	                   Eletrônicos	TB7A/Tablet-7,5pol	821955584-844,65	Nordeste
384043	28*9*2019	Pedro_Lucas	Drummond_Chapelin	Bahia/Salvador	                 Eletrodoméstico	C45L/Refrigerador-450litrosFros	859499788-2473,37	Nordeste
314113	16*12*2019	Valentina	Albuquerque_Fischer	Bahia/Salvador	                   Eletrônicos	TB47/Tablet-9,6pol	829006673-1471,23	Nordeste
610981	17*3*2019	Esther	D’Ávila_Arantes	Bahia/Vitória da Conquista	       Eletrodoméstico	LR79/Lavadora-7kgBiVolt	866902320-2564,12	Nordeste
485956	29*7*2019	João Pedro	Alencar_Boaventura	Bahia/Vitória da Conquista	         Eletrônicos	ST56/SmartTV-4k52pol	830800426-6074,38	Nordeste
539687	25*12*2019	Davi Lucca	Alencar_Andrade	Bahia/Vitória da Conquista	              Eletroportateis	FP02/Ferro de passar-300Wvapor	883887991-134,72	Nordeste
*********	*********	*********	*********	*********	*********	*********	*********	*********
677479	7*1*2019	Pedro_novo	Rios_Vargas	Ceara/Caucaia	                   Eletrônicos	TB47/Tablet-9,6pol	864513599-1471,23	Nordeste
523463	14*1*2019	Ana_Clara	Fischer_Fontenelle	Ceara/Caucaia	        Eletrônicos	SP13/Celular-4G64GB	844946779-3028,9	Nordeste
902942	16*1*2019	João Miguel	Johnson_Moscovis	Ceara/Caucaia	             Eletrodoméstico	AC75/Ar condicionado-7500BTUSplit	891711722-1581,03	Nordeste
516595	1*4*2019	Heloísa	Vitti_Vitti	Ceara/Caucaia	              Eletroportateis	FP02/Ferro de passar-300Wvapor	862056576-134,72	Nordeste
646739	16*3*2019	Maria_Eduarda	Fagundes_Bongiovanni	Ceara/Fortaleza	                   Eletrônicos	TB7A/Tablet-7,5pol	830668179-844,65	Nordeste
493282	29*3*2019	Samuel	Campos_Silverstone	Ceara/Fortaleza	        Eletrônicos	SP13/Celular-4G64GB	820709897-3028,9	Nordeste
215849	26*9*2019	Maria Clara	Alencar_Castiel	Ceara/Fortaleza	             Eletrodoméstico	AC75/Ar condicionado-7500BTUSplit	865383206-1581,03	Nordeste
214108	25*1*2019	Júlia	Góes_Lins	Ceara/Juazeiro do Norte	             Eletrodoméstico	AC75/Ar condicionado-7500BTUSplit	891857755-1581,03	Nordeste
707993	15*2*2019	Isabelly	Reymond_Falabella	Ceara/Juazeiro do Norte	             Eletrodoméstico	AC75/Ar condicionado-7500BTUSplit	826128408-1581,03	Nordeste
409937	19*3*2019	Davi	Bial_Guimarães	Ceara/Maracanaú	                 Eletrodoméstico	C45L/Refrigerador-450litrosFros	847480472-2473,37	Nordeste
427053	3*9*2019	Enzo	Guimarães_Dieckmann	Ceara/Maracanaú	              Eletroportateis	FP32/Ferro de passar-500Wvapor	856108607-552,42	Nordeste
799251	16*6*2019	Maria_Eduarda	Riche_Monteiro	Ceara/Maracanaú	       Eletrodoméstico	LR13/Lavadora-12kg110V	858568822-2675,99	Nordeste
708992	23*4*2019	Maria Clara	Resende_Sampaio	Ceara/Sobral	                 Eletrodoméstico	B30L/Refrigerador-330LBranco	823966113-5899,36	Nordeste
600978	31*12*2019	Emanuel	Fernandes_Lombardi	Ceara/Sobral	       Eletrodoméstico	LR13/Lavadora-12kg110V	859986562-2675,99	Nordeste
485059	2*6*2019	Davi	Fagundes_Lombardi	Ceara/Sobral	                   Eletrônicos	TB47/Tablet-9,6pol	860872088-1471,23	Nordeste
869658	21*6*2019	Maria Clara	Riche_Dolabella	Ceara/Sobral	              Eletroportateis	FP32/Ferro de passar-500Wvapor	818690372-552,42	Nordeste
*********	*********	*********	*********	*********	*********	*********	*********	*********
628183	16*3*2019	Murilo	Fagundes_Ganzarolli	Distrito Federal/Brasília	          Eletrônicos	NT9X/Notebook-i78GB1TB	832386926-4896,53	Centro-Oeste
159915	15*7*2019	Bernardo	Schoemberger_Dieckmann	Distrito Federal/Brasília	Eletroportateis	LQ67/Liquidificador-3velocidades	861617713-302,01	Centro-Oeste
*********	*********	*********	*********	*********	*********	*********	*********	*********
558753	20*2*2019	Samuel	Boaventura_Dantas	Espirito Santo/Cachoeira de Itapemirim	         Eletrônicos	ST88/SmartTV-FullHD32pol	897104009-3628,63	Sudeste
289546	7*10*2019	Maria_Alice	Falabella_Moscovis	Espirito Santo/Cachoeira de Itapemirim	          Eletrônicos	NT8F/Notebook-i55GB500GB	821399623-3582,23	Sudeste
675480	15*3*2019	Heitor	Lambertini_Albuquerque	Espirito Santo/Cariacica	                 Eletrodoméstico	B30L/Refrigerador-330LBranco	870867831-5899,36	Sudeste
727148	21*1*2019	Felipe	Schmütz_Silverstone	Espirito Santo/Serra	       Eletrodoméstico	LR13/Lavadora-12kg110V	843719787-2675,99	Sudeste
743860	30*1*2019	Isadora	Monteiro_Montenegro	Espirito Santo/Serra	              Eletroportateis	FP32/Ferro de passar-500Wvapor	833486791-552,42	Sudeste
309707	29*4*2019	Davi Lucca	Barcellos_Steves	Espirito Santo/Serra	       Eletrodoméstico	LR13/Lavadora-12kg110V	854865230-2675,99	Sudeste
644800	2*9*2019	Clara	Duarte_Figueiredo	Espirito Santo/Serra	       Eletrodoméstico	LR13/Lavadora-12kg110V	867886681-2675,99	Sudeste
723762	1*1*2019	Maria_Cecília	Schmütz_Carvalho	Espirito Santo/Vila Velha	       Eletrodoméstico	LR79/Lavadora-7kgBiVolt	840056695-2564,12	Sudeste
212120	11*6*2019	Lívia	Alencar_Arantes	Espirito Santo/Vila Velha	Eletroportateis	LQ67/Liquidificador-3velocidades	884652588-302,01	Sudeste
305293	30*6*2019	Pedro_Lucas	Gomes_Carvalho	Espirito Santo/Vila Velha	                 Eletrodoméstico	C45L/Refrigerador-450litrosFros	846169283-2473,37	Sudeste
542458	4*3*2019	Alícia	Liberato_Sanches	Espirito Santo/Vila Velha	           Eletrodoméstico	CFO4/Fogão-6Bocas110V	831447482-1467,6	Sudeste
837814	16*3*2019	Pedro Henrique	Castiel_Evelyn	Espirito Santo/Vila Velha	                   Eletrônicos	TB7A/Tablet-7,5pol	864083712-844,65	Sudeste
639352	24*9*2019	Benício	Cavalcante_Barros	Espirito Santo/Vila Velha	         Eletrônicos	ST56/SmartTV-4k52pol	829084449-6074,38	Sudeste
753980	25*2*2019	Maria_Alice	Montenegro_Vitti	Espirito Santo/Vitória	       Eletrodoméstico	LR79/Lavadora-7kgBiVolt	888946474-2564,12	Sudeste
378134	20*8*2019	Vitor	Ganzarolli_Mazzaropi	Espirito Santo/Vitória	        Eletrônicos	SP3X/Celular-4GB128GB	898950363-4821,03	Sudeste
215092	29*9*2019	Letícia	Fernandes_Muniz	Espirito Santo/Vitória	       Eletrodoméstico	LR79/Lavadora-7kgBiVolt	849610487-2564,12	Sudeste
835726	24*3*2019	Luiz_Henrique	Chapelin_Johnson	Espirito Santo/Vitória	                   Eletroportateis	CF16/Cafeteira-smartCafe	816889596-552,5	Sudeste
*********	*********	*********	*********	*********	*********	*********	*********	*********
348144	21*1*2019	Victor_Hugo	Schoemberger_Assunção	Goias/Aparecida de Goiânia	                   Eletrônicos	TB7A/Tablet-7,5pol	883339122-844,65	Centro-Oeste
687861	21*1*2019	Cauã	Antunes_Dantas	Goias/Aparecida de Goiânia	                   Eletroportateis	CF67/Cafeteira-convencional	814859156-105,51	Centro-Oeste
727711	2*6*2019	Felipe	Castro_Reymond	Goias/Aparecida de Goiânia	          Eletrônicos	NT9X/Notebook-i78GB1TB	849089120-4896,53	Centro-Oeste
215244	10*1*2019	Arthur_Miguel	Lambertini_Boaventura	Goias/Aparecida de Goiânia	       Eletrodoméstico	LR79/Lavadora-7kgBiVolt	869291725-2564,12	Centro-Oeste
770330	23*1*2019	Luiz_Miguel	Trindade_Santana	Goias/Goiânia	        Eletrônicos	SP13/Celular-4G64GB	879482730-3028,9	Centro-Oeste
781872	14*6*2019	Bryan	Santana_Andrade	Goias/Goiânia	       Eletrodoméstico	LR13/Lavadora-12kg110V	894467486-2675,99	Centro-Oeste
170836	21*5*2019	Luiz_Miguel	Sanches_Torres	Goias/Luziânia	           Eletrodoméstico	52SB/Fogão-4Bocas220V	831632041-966,24	Centro-Oeste
847005	18*8*2019	Melissa	Torres_Werneck	Goias/Luziânia	Eletroportateis	LQ12/Liquidificador-5velocidades	883798662-588,82	Centro-Oeste
329149	20*1*2019	Ana Beatriz	Bastos_Johnson	Goias/Rio Verde	                   Eletrônicos	TB47/Tablet-9,6pol	826055343-1471,23	Centro-Oeste
901334	21*10*2019	Lucas	Moraes_Evelyn	Goias/Rio Verde	          Eletrônicos	NT9X/Notebook-i78GB1TB	873425683-4896,53	Centro-Oeste
*********	*********	*********	*********	*********	*********	*********	*********	*********
593137	3*4*2019	Vinicius	Moura_Maldonado	Maranhao/Caxias	       Eletrodoméstico	LR13/Lavadora-12kg110V	814033313-2675,99	Nordeste
473579	16*7*2019	Valentina	Torres_Ribeiro	Maranhao/Caxias	                   Eletrônicos	TB7A/Tablet-7,5pol	852515507-844,65	Nordeste
795767	18*9*2019	Lorena	Bongiovanni_Müller	Maranhao/Caxias	                   Eletroportateis	CF16/Cafeteira-smartCafe	875036536-552,5	Nordeste
827051	21*9*2019	Vinicius	Falabella_Boaventura	Maranhao/Caxias	          Eletrônicos	NT9X/Notebook-i78GB1TB	886618277-4896,53	Nordeste
251136	3*1*2019	Alícia	Ganzarolli_Garcia	Maranhao/Caxias	          Eletrônicos	NT8F/Notebook-i55GB500GB	872741352-3582,23	Nordeste
197357	30*7*2019	Victor_Hugo	Kannenberg_Sampaio	Maranhao/Caxias	          Eletrônicos	NT9X/Notebook-i78GB1TB	899929388-4896,53	Nordeste
530433	29*10*2019	Theo	Monteiro_Sampaio	Maranhao/Caxias	             Eletrodoméstico	AC12/Ar condicionado-12000BTUSplit	868952192-2182,42	Nordeste
534290	8*11*2019	João	Riche_Liberato	Maranhao/Caxias	         Eletrônicos	ST56/SmartTV-4k52pol	860263077-6074,38	Nordeste
903081	20*10*2019	Lorena	Resende_Annenberg	Maranhao/Imperatriz	         Eletrônicos	ST56/SmartTV-4k52pol	872778235-6074,38	Nordeste
704810	24*11*2019	Thomas	Menezes_Lambertini	Maranhao/Imperatriz	             Eletrodoméstico	AC75/Ar condicionado-7500BTUSplit	828825940-1581,03	Nordeste
877505	28*4*2019	Daniel	Johnson_Barros	Maranhao/São José do Ribamar	                 Eletrodoméstico	B30L/Refrigerador-330LBranco	897396614-5899,36	Nordeste
795530	18*5*2019	Daniel	Oliveira_Lessa	Maranhao/São José do Ribamar	              Eletroportateis	FP32/Ferro de passar-500Wvapor	850170795-552,42	Nordeste
645723	20*4*2019	Rafaela	Meneghel_Lambertini	Maranhao/São Luís	             Eletrodoméstico	AC75/Ar condicionado-7500BTUSplit	873330954-1581,03	Nordeste
625650	17*11*2019	Helena	Schmütz_Vargas	Maranhao/São Luís	       Eletrodoméstico	LR13/Lavadora-12kg110V	813954189-2675,99	Nordeste
784855	9*7*2019	Vinicius	D’Ávila_Chapelin	Maranhao/São Luís	         Eletrônicos	ST56/SmartTV-4k52pol	884710741-6074,38	Nordeste
791807	25*7*2019	Davi_Miguel	Oliveira_Johnson	Maranhao/São Luís	                 Eletrodoméstico	C45L/Refrigerador-450litrosFros	877260834-2473,37	Nordeste
155946	31*10*2019	Laura	Close_Annenberg	Maranhao/Timon	                   Eletroportateis	CF67/Cafeteira-convencional	820220038-105,51	Nordeste
334446	23*1*2019	Murilo	Góes_Reymond	Maranhao/Timon	                   Eletroportateis	CF16/Cafeteira-smartCafe	881153466-552,5	Nordeste
*********	*********	*********	*********	*********	*********	*********	*********	*********
224664	22*8*2019	Rafael	Moraes_Evelyn	Minas Gerais/Belo Horizonte	        Eletrônicos	SP13/Celular-4G64GB	831146204-3028,9	Sudeste
424797	8*3*2019	Gustavo	Reymond_Boaventura	Minas Gerais/Betim	        Eletrônicos	SP13/Celular-4G64GB	822731054-3028,9	Sudeste
175944	28*3*2019	Alícia	Fischer_Abravanel	Minas Gerais/Betim	          Eletrônicos	NT8F/Notebook-i55GB500GB	874354280-3582,23	Sudeste
869751	19*4*2019	Pedro_Lucas	Lambertini_Falabella	Minas Gerais/Betim	           Eletrodoméstico	52SB/Fogão-4Bocas220V	862545829-966,24	Sudeste
537513	3*10*2019	Ana Clara	Schoemberger_Lambertini	Minas Gerais/Betim	           Eletrodoméstico	CFO4/Fogão-6Bocas110V	898921767-1467,6	Sudeste
834887	31*3*2019	Isabelly	Werneck_Arantes	Minas Gerais/Contagem	                 Eletrodoméstico	B30L/Refrigerador-330LBranco	895803225-5899,36	Sudeste
436692	5*11*2019	Ana Clara	Ferrari_Resende	Minas Gerais/Contagem	         Eletrônicos	ST88/SmartTV-FullHD32pol	891008566-3628,63	Sudeste
504029	13*8*2019	Joaquim	Steves_Mazzaropi	Minas Gerais/Juiz de Fora	        Eletrônicos	SP3X/Celular-4GB128GB	887954606-4821,03	Sudeste
194155	20*9*2019	Maria Eduarda	Santana_Dolabella	Minas Gerais/Juiz de Fora	           Eletrodoméstico	52SB/Fogão-4Bocas220V	823258293-966,24	Sudeste
221206	5*11*2019	Antônio	Bial_Moura	Minas Gerais/Juiz de Fora	                   Eletrônicos	TB47/Tablet-9,6pol	897239692-1471,23	Sudeste
282102	27*1*2019	Maria_Júlia	Ganzarolli_Noronha	Minas Gerais/Uberlândia	             Eletrodoméstico	AC12/Ar condicionado-12000BTUSplit	861706914-2182,42	Sudeste
636904	24*11*2019	Alice	Maldonado_Alencar	Minas Gerais/Uberlândia	                   Eletrônicos	TB47/Tablet-9,6pol	867577360-1471,23	Sudeste
187893	31*3*2019	Pedro	Menezes_Marinho	Minas Gerais/Uberlândia	              Eletroportateis	FP02/Ferro de passar-300Wvapor	859825369-134,72	Sudeste
446521	23*12*2019	Luiz_Miguel	Bial_Bittencourt	Minas Gerais/Uberlândia	             Eletrodoméstico	AC12/Ar condicionado-12000BTUSplit	833918057-2182,42	Sudeste
*********	*********	*********	*********	*********	*********	*********	*********	*********
657372	16*4*2019	Matheus	Resende_Menezes	Mato Grosso do Sul/Campo Grande	           Eletrodoméstico	52SB/Fogão-4Bocas220V	825360525-966,24	Centro-Oeste
544227	4*8*2019	Maria Eduarda	Martins_Alves	Mato Grosso do Sul/Campo Grande	             Eletrodoméstico	AC12/Ar condicionado-12000BTUSplit	818964824-2182,42	Centro-Oeste
358162	26*9*2019	Júlia	Drummond_Johnson	Mato Grosso do Sul/Campo Grande	          Eletrônicos	NT9X/Notebook-i78GB1TB	874862310-4896,53	Centro-Oeste
821743	5*2*2019	Maria Fernanda	Fagundes_Monteiro	Mato Grosso do Sul/Campo Grande	       Eletrodoméstico	LR13/Lavadora-12kg110V	863286017-2675,99	Centro-Oeste
747317	18*8*2019	Eduardo	Monteiro_Marques	Mato Grosso do Sul/Campo Grande	           Eletrodoméstico	CFO4/Fogão-6Bocas110V	852319308-1467,6	Centro-Oeste
880076	28*2*2019	Guilherme	Schoemberger_Ganzarolli	Mato Grosso do Sul/Corumbá	                 Eletrodoméstico	C45L/Refrigerador-450litrosFros	863549783-2473,37	Centro-Oeste
859482	21*7*2019	Maria Fernanda	Carvalho_Sampaio	Mato Grosso do Sul/Corumbá	       Eletrodoméstico	LR13/Lavadora-12kg110V	844741385-2675,99	Centro-Oeste
471023	16*8*2019	Arthur	Montenegro_Assunção	Mato Grosso do Sul/Corumbá	              Eletroportateis	FP02/Ferro de passar-300Wvapor	866577151-134,72	Centro-Oeste
295908	28*5*2019	João	Lambertini_Schumacher	Mato Grosso do Sul/Corumbá	          Eletrônicos	NT8F/Notebook-i55GB500GB	841126194-3582,23	Centro-Oeste
353657	1*7*2019	Isis	Johnson_Vasconcelos	Mato Grosso do Sul/Corumbá	             Eletrodoméstico	AC75/Ar condicionado-7500BTUSplit	847307487-1581,03	Centro-Oeste
789006	29*7*2019	Isaac	Hickmann_D’Ávila	Mato Grosso do Sul/Corumbá	           Eletrodoméstico	52SB/Fogão-4Bocas220V	835701599-966,24	Centro-Oeste
322401	8*4*2019	Ana Luiza	Albuquerque_Góes	Mato Grosso do Sul/Dourados	         Eletrônicos	ST56/SmartTV-4k52pol	862148478-6074,38	Centro-Oeste
440367	19*8*2019	João Pedro	Bastos_Werneck	Mato Grosso do Sul/Dourados	          Eletrônicos	NT9X/Notebook-i78GB1TB	863039915-4896,53	Centro-Oeste
890535	17*3*2019	Melissa	Abravanel_Roriz	Mato Grosso do Sul/Dourados	                   Eletrônicos	TB47/Tablet-9,6pol	866826229-1471,23	Centro-Oeste
698160	15*10*2019	Enzo	Lins_Góes	Mato Grosso do Sul/Dourados	Eletroportateis	LQ12/Liquidificador-5velocidades	863087003-588,82	Centro-Oeste
462337	21*12*2019	Heloísa	Campos_Sanches	Mato Grosso do Sul/Dourados	         Eletrônicos	ST56/SmartTV-4k52pol	874741974-6074,38	Centro-Oeste
