*********	*********	*********	*********	*********	*********	*********	*********	*********
ID SOLICITACAO	DATA SOLICITACAO	NOME CLIENTE	SOBRENOME CLIENTE	UF CLIENTE/CIDADE	DEPARTAMENTO	SKU/PRODUTO/CARACTERISTICAS	NUM NF/VALOR NF	REGIAO
582353	25*10*2019	Emanuelly	Riche_Ribeiro	Alagoas/Rio Largo	                   Eletroportateis	CF16/Cafeteira-smartCafe	871740830-552,5	Nordeste
438335	12*11*2019	Amanda	Vargas_Sampaio	Alagoas/Rio Largo	             Eletrodoméstico	AC12/Ar condicionado-12000BTUSplit	847111499-2182,42	Nordeste
501143	14*6*2019	Lavínia	Silverstone_Gimenez	Alagoas/Rio Largo	Eletroportateis	LQ67/Liquidificador-3velocidades	820753065-302,01	Nordeste
125726	23*2*2019	Pedro Henrique	Martins_Sanches	Alagoas/União dos Palmares	       Eletrodoméstico	LR13/Lavadora-12kg110V	848802596-2675,99	Nordeste
647811	4*3*2019	Ana Beatriz	Oliveira_Menezes	Alagoas/União dos Palmares	          Eletrônicos	NT9X/Notebook-i78GB1TB	842306605-4896,53	Nordeste
120233	4*9*2019	Davi Lucca	Dieckmann_Martins	Alagoas/União dos Palmares	        Eletrônicos	SP13/Celular-4G64GB	821073586-3028,9	Nordeste
393009	29*10*2019	Ana Beatriz	Barros_Duarte	Alagoas/União dos Palmares	       Eletrodoméstico	LR79/Lavadora-7kgBiVolt	888484334-2564,12	Nordeste
621216	14*11*2019	João	Ribeiro_Trindade	Alagoas/União dos Palmares	                   Eletrônicos	TB47/Tablet-9,6pol	880669664-1471,23	Nordeste
*********	*********	*********	*********	*********	*********	*********	*********	*********
531815	3*5*2019	Bianca	Rios_Johnson	Amazonas/Coari	       Eletrodoméstico	LR79/Lavadora-7kgBiVolt	875546855-2564,12	Norte
464897	8*2*2019	Leonardo	Torres_Evelyn	Amazonas/Itacoatiara	        Eletrônicos	SP3X/Celular-4GB128GB	849909705-4821,03	Norte
898149	13*4*2019	Maria Fernanda	Albuquerque_Medeiros	Amazonas/Itacoatiara	           Eletrodoméstico	CFO4/Fogão-6Bocas110V	898541258-1467,6	Norte
849076	3*6*2019	Eduardo	Garcia_Albuquerque	Amazonas/Itacoatiara	       Eletrodoméstico	LR79/Lavadora-7kgBiVolt	823200204-2564,12	Norte
679441	13*9*2019	Eduardo	Vitti_D’Ávila	Amazonas/Itacoatiara	             Eletrodoméstico	AC75/Ar condicionado-7500BTUSplit	841310458-1581,03	Norte
679004	5*12*2019	Alice	Vargas_Castiel	Amazonas/Itacoatiara	Eletroportateis	LQ12/Liquidificador-5velocidades	819263624-588,82	Norte
713471	16*12*2019	Rebeca	Ferrari_Vilela	Amazonas/Itacoatiara	        Eletrônicos	SP13/Celular-4G64GB	860334710-3028,9	Norte
887677	22*1*2019	Heloísa	Bial_Lins	Amazonas/Itacoatiara	                   Eletrônicos	TB47/Tablet-9,6pol	843403587-1471,23	Norte
889011	9*2*2019	Davi	Cavalcante_Timberg	Amazonas/Manacapuru	                 Eletrodoméstico	B30L/Refrigerador-330LBranco	860802033-5899,36	Norte
880324	29*8*2019	Francisco	Müller_Dantas	Amazonas/Manacapuru	             Eletrodoméstico	AC12/Ar condicionado-12000BTUSplit	850821484-2182,42	Norte
536268	29*10*2019	Rebeca	Albuquerque_Vasconcelos	Amazonas/Manacapuru	                 Eletrodoméstico	B30L/Refrigerador-330LBranco	846397173-5899,36	Norte
146658	6*2*2019	Lívia	Antunes_Alencar	Amazonas/Manacapuru	        Eletrônicos	SP13/Celular-4G64GB	886506670-3028,9	Norte
564823	6*6*2019	Eduardo	Dantas_Bial	Amazonas/Manacapuru	        Eletrônicos	SP13/Celular-4G64GB	825709864-3028,9	Norte
497538	26*5*2019	Lucca	Santana_Campos	Amazonas/Manaus	          Eletrônicos	NT8F/Notebook-i55GB500GB	859258653-3582,23	Norte
103644	11*7*2019	Isadora	Gomes_Ferraz	Amazonas/Manaus	       Eletrodoméstico	LR13/Lavadora-12kg110V	866416972-2675,99	Norte
418387	4*12*2019	Manuela	Lafaiete_Marques	Amazonas/Manaus	              Eletroportateis	FP32/Ferro de passar-500Wvapor	833862197-552,42	Norte
644241	1*4*2019	Maria_Luiza	Maldonado_Silverstone	Amazonas/Manaus	       Eletrodoméstico	LR13/Lavadora-12kg110V	835490997-2675,99	Norte
166113	17*8*2019	João Miguel	Ferrari_Castro	Amazonas/Manaus	           Eletrodoméstico	52SB/Fogão-4Bocas220V	862811868-966,24	Norte
197471	25*3*2019	Henrique	Ribeiro_Alencar	Amazonas/Parintins	              Eletroportateis	FP32/Ferro de passar-500Wvapor	819342143-552,42	Norte
419664	16*12*2019	Heitor	Hickmann_Lessa	Amazonas/Parintins	                 Eletrodoméstico	C45L/Refrigerador-450litrosFros	849193745-2473,37	Norte
716759	2*6*2019	Davi_Luiz	Fischer_Werneck	Amazonas/Parintins	       Eletrodoméstico	LR79/Lavadora-7kgBiVolt	845398299-2564,12	Norte
707953	29*8*2019	Cecília	Vilela_Chapelin	Amazonas/Parintins	         Eletrônicos	ST88/SmartTV-FullHD32pol	823671453-3628,63	Norte
474700	26*9*2019	Lavínia	Drummond_Resende	Amazonas/Parintins	          Eletrônicos	NT8F/Notebook-i55GB500GB	831305522-3582,23	Norte
*********	*********	*********	*********	*********	*********	*********	*********	*********
506106	11*4*2019	Pedro	Santana_Liberato	Amapa/Laranjal do Jari	Eletroportateis	LQ67/Liquidificador-3velocidades	844058373-302,01	Norte
649802	1*10*2019	Ana Júlia	Kannenberg_Boaventura	Amapa/Laranjal do Jari	              Eletroportateis	FP02/Ferro de passar-300Wvapor	829454843-134,72	Norte
361087	3*4*2019	Laura	Resende_Lafaiete	Amapa/Laranjal do Jari	         Eletrônicos	ST56/SmartTV-4k52pol	844772825-6074,38	Norte
133433	28*6*2019	Maria_Cecília	Bongiovanni_Andrade	Amapa/Laranjal do Jari	              Eletroportateis	FP32/Ferro de passar-500Wvapor	819042459-552,42	Norte
254233	16*10*2019	Ana Beatriz	Evelyn_Gomes	Amapa/Laranjal do Jari	                 Eletrodoméstico	B30L/Refrigerador-330LBranco	891332718-5899,36	Norte
804074	12*7*2019	Ana Luiza	Marinho_Castro	Amapa/Macapá	        Eletrônicos	SP3X/Celular-4GB128GB	836934303-4821,03	Norte
585548	24*3*2019	Vitória	Johnson_Ganzarolli	Amapa/Macapá	        Eletrônicos	SP13/Celular-4G64GB	893244858-3028,9	Norte
636016	17*2*2019	Emanuel	Müller_Steves	Amapa/Mazagão	              Eletroportateis	FP02/Ferro de passar-300Wvapor	892433794-134,72	Norte
391651	28*8*2019	Samuel	Guimarães_Gimenez	Amapa/Mazagão	              Eletroportateis	FP02/Ferro de passar-300Wvapor	881165058-134,72	Norte
683147	8*12*2019	Pedro	Close_Reymond	Amapa/Mazagão	             Eletrodoméstico	AC12/Ar condicionado-12000BTUSplit	863656012-2182,42	Norte
188846	11*2*2019	Isis	Monteiro_Sanches	Amapa/Oiapoque	          Eletrônicos	NT8F/Notebook-i55GB500GB	888580369-3582,23	Norte
179797	6*8*2019	Pedro_Lucas	Dolabella_Lins	Amapa/Oiapoque	                 Eletrodoméstico	C45L/Refrigerador-450litrosFros	885726210-2473,37	Norte
487104	4*5*2019	Bianca	Muniz_Lombardi	Amapa/Oiapoque	        Eletrônicos	SP13/Celular-4G64GB	855426720-3028,9	Norte
146388	30*1*2019	Marina	Barros_Fischer	Amapa/Santana	           Eletrodoméstico	CFO4/Fogão-6Bocas110V	821417229-1467,6	Norte
450872	3*11*2019	Sarah	Martins_Ribeiro	Amapa/Santana	       Eletrodoméstico	LR13/Lavadora-12kg110V	876274144-2675,99	Norte
648808	11*3*2019	Enzo Gabriel	Sanches_D’Ávila	Amapa/Santana	                 Eletrodoméstico	B30L/Refrigerador-330LBranco	882949518-5899,36	Norte
*********	*********	*********	*********	*********	*********	*********	*********	*********
755270	6*8*2019	Mariana	Castiel_Barros	Bahia/Camaçari	          Eletrônicos	NT9X/Notebook-i78GB1TB	829301588-4896,53	Nordeste
746424	23*11*2019	Lívia	Vilela_Moura	Bahia/Camaçari	             Eletrodoméstico	AC12/Ar condicionado-12000BTUSplit	882379998-2182,42	Nordeste
306167	16*2*2019	Felipe	Moscovis_Evelyn	Bahia/Camaçari	          Eletrônicos	NT9X/Notebook-i78GB1TB	834701080-4896,53	Nordeste
133479	23*9*2019	Emanuelly	Schumacher_Noronha	Bahia/Camaçari	         Eletrônicos	ST56/SmartTV-4k52pol	848647603-6074,38	Nordeste
797700	8*7*2019	Vitor	Schmütz_Werneck	Bahia/Feira de Santana	Eletroportateis	LQ12/Liquidificador-5velocidades	892347549-588,82	Nordeste
843223	25*12*2019	Miguel	Sampaio_Noronha	Bahia/Feira de Santana	                 Eletrodoméstico	C45L/Refrigerador-450litrosFros	851030855-2473,37	Nordeste
321500	6*2*2019	Pedro_Lucas	Annenberg_Barros	Bahia/Feira de Santana	         Eletrônicos	ST88/SmartTV-FullHD32pol	858114408-3628,63	Nordeste
222094	18*3*2019	Murilo	Bonner_Garcia	Bahia/Itabuna	          Eletrônicos	NT9X/Notebook-i78GB1TB	868610237-4896,53	Nordeste
846059	13*6*2019	Maria Eduarda	Riche_Roriz	Bahia/Itabuna	                   Eletroportateis	CF67/Cafeteira-convencional	871742520-105,51	Nordeste
796682	17*11*2019	Vinicius	Bongiovanni_Monteiro	Bahia/Itabuna	                   Eletroportateis	CF16/Cafeteira-smartCafe	863122671-552,5	Nordeste
678666	14*11*2019	Maria Clara	Ferraz_Garcia	Bahia/Salvador	              Eletroportateis	FP02/Ferro de passar-300Wvapor	842154958-134,72	Nordeste
682169	20*3*2019	Letícia	Novaes_Barcelos	Bahia/Vitória da Conquista	Eletroportateis	LQ67/Liquidificador-3velocidades	847716098-302,01	Nordeste
529083	7*9*2019	Ana Luiza	Reymond_Gomes	Bahia/Vitória da Conquista	                   Eletrônicos	TB47/Tablet-9,6pol	895322880-1471,23	Nordeste
828085	5*9*2019	Pedro	Fernandes_Abravanel	Bahia/Vitória da Conquista	        Eletrônicos	SP3X/Celular-4GB128GB	822709784-4821,03	Nordeste
710986	18*11*2019	Lívia	Johnson_Vargas	Bahia/Vitória da Conquista	                   Eletroportateis	CF16/Cafeteira-smartCafe	854547789-552,5	Nordeste
*********	*********	*********	*********	*********	*********	*********	*********	*********
356782	22*1*2019	Valentina	Riche_Carvalho	Ceara/Fortaleza	           Eletrodoméstico	CFO4/Fogão-6Bocas110V	857127550-1467,6	Nordeste
516126	4*2*2019	Nicolas	D’Ávila_Bonner	Ceara/Fortaleza	           Eletrodoméstico	52SB/Fogão-4Bocas220V	873112181-966,24	Nordeste
480803	16*3*2019	Nicolas	D’Ávila_Bernardi	Ceara/Fortaleza	         Eletrônicos	ST56/SmartTV-4k52pol	848111100-6074,38	Nordeste
849975	30*1*2019	Maria Clara	Figueiredo_Campos	Ceara/Fortaleza	          Eletrônicos	NT9X/Notebook-i78GB1TB	875156417-4896,53	Nordeste
456389	15*8*2019	Enzo	Schumacher_Barcelos	Ceara/Fortaleza	       Eletrodoméstico	LR79/Lavadora-7kgBiVolt	834730667-2564,12	Nordeste
566231	11*12*2019	Luiz_Miguel	Gomes_Annenberg	Ceara/Fortaleza	           Eletrodoméstico	CFO4/Fogão-6Bocas110V	832106002-1467,6	Nordeste
146893	3*9*2019	Maria Clara	Noronha_Lessa	Ceara/Juazeiro do Norte	              Eletroportateis	FP02/Ferro de passar-300Wvapor	858636185-134,72	Nordeste
620397	2*2*2019	Bernardo	Lins_Muniz	Ceara/Maracanaú	       Eletrodoméstico	LR13/Lavadora-12kg110V	831928460-2675,99	Nordeste
527151	6*10*2019	Davi_Miguel	Timberg_Close	Ceara/Maracanaú	           Eletrodoméstico	52SB/Fogão-4Bocas220V	862256951-966,24	Nordeste
561614	7*1*2019	Bianca	Rios_Martins	Ceara/Maracanaú	                 Eletrodoméstico	B30L/Refrigerador-330LBranco	885697048-5899,36	Nordeste
850421	14*4*2019	João Pedro	Ganzarolli_Trindade	Ceara/Maracanaú	       Eletrodoméstico	LR79/Lavadora-7kgBiVolt	839643541-2564,12	Nordeste
250407	3*3*2019	Isis	Fontenelle_Bonner	Ceara/Sobral	           Eletrodoméstico	52SB/Fogão-4Bocas220V	846026848-966,24	Nordeste
641596	29*8*2019	Antônio	Evelyn_Moraes	Ceara/Sobral	         Eletrônicos	ST88/SmartTV-FullHD32pol	867505870-3628,63	Nordeste
216676	17*10*2019	Heitor	Fagundes_Muniz	Ceara/Sobral	Eletroportateis	LQ67/Liquidificador-3velocidades	872531074-302,01	Nordeste
*********	*********	*********	*********	*********	*********	*********	*********	*********
456371	1*9*2019	Matheus	Falabella_Drummond	Distrito Federal/Brasília	Eletroportateis	LQ67/Liquidificador-3velocidades	860671775-302,01	Centro-Oeste
201432	11*12*2019	Maria_Luiza	Menezes_Castiel	Distrito Federal/Brasília	           Eletrodoméstico	CFO4/Fogão-6Bocas110V	891568034-1467,6	Centro-Oeste
672935	30*4*2019	Lavínia	Bastos_Schmütz	Distrito Federal/Brasília	                 Eletrodoméstico	C45L/Refrigerador-450litrosFros	829307726-2473,37	Centro-Oeste
582398	3*6*2019	Cecília	Vargas_Lombardi	Distrito Federal/Brasília	                   Eletroportateis	CF16/Cafeteira-smartCafe	847565311-552,5	Centro-Oeste
427629	3*6*2019	Isabella	Vargas_Close	Distrito Federal/Brasília	       Eletrodoméstico	LR79/Lavadora-7kgBiVolt	885285995-2564,12	Centro-Oeste
315958	22*11*2019	Clara	Bongiovanni_Góes	Distrito Federal/Brasília	              Eletroportateis	FP02/Ferro de passar-300Wvapor	897266942-134,72	Centro-Oeste
*********	*********	*********	*********	*********	*********	*********	*********	*********
405805	24*2*2019	Ana_Júlia	Werneck_Noronha	Espirito Santo/Cachoeira de Itapemirim	              Eletroportateis	FP02/Ferro de passar-300Wvapor	827490274-134,72	Sudeste
675019	1*11*2019	Davi Lucas	Montenegro_Ferrari	Espirito Santo/Cachoeira de Itapemirim	                   Eletroportateis	CF16/Cafeteira-smartCafe	887711683-552,5	Sudeste
758223	5*2*2019	Arthur	Schumacher_Assunção	Espirito Santo/Cachoeira de Itapemirim	           Eletrodoméstico	CFO4/Fogão-6Bocas110V	871122445-1467,6	Sudeste
850427	15*4*2019	Cauã	Barros_Schmütz	Espirito Santo/Cachoeira de Itapemirim	              Eletroportateis	FP02/Ferro de passar-300Wvapor	816260317-134,72	Sudeste
885280	24*10*2019	João	Close_Chapelin	Espirito Santo/Cachoeira de Itapemirim	           Eletrodoméstico	CFO4/Fogão-6Bocas110V	841418213-1467,6	Sudeste
819927	12*1*2019	João Miguel	Rios_Drummond	Espirito Santo/Cariacica	                 Eletrodoméstico	C45L/Refrigerador-450litrosFros	817338584-2473,37	Sudeste
256531	20*2*2019	João	Resende_Bonner	Espirito Santo/Cariacica	             Eletrodoméstico	AC75/Ar condicionado-7500BTUSplit	880910667-1581,03	Sudeste
888967	26*4*2019	Mariana	Chapelin_Hickmann	Espirito Santo/Cariacica	                   Eletrônicos	TB47/Tablet-9,6pol	846587967-1471,23	Sudeste
153379	5*5*2019	Ana	Andrade_Campos	Espirito Santo/Serra	         Eletrônicos	ST56/SmartTV-4k52pol	875532233-6074,38	Sudeste
470174	28*5*2019	Larissa	Sanches_Dolabella	Espirito Santo/Serra	       Eletrodoméstico	LR79/Lavadora-7kgBiVolt	883630907-2564,12	Sudeste
402610	26*2*2019	Vicente	Moscovis_Arantes	Espirito Santo/Serra	          Eletrônicos	NT9X/Notebook-i78GB1TB	841004014-4896,53	Sudeste
897887	22*6*2019	Pedro	Müller_Silverstone	Espirito Santo/Serra	                   Eletroportateis	CF16/Cafeteira-smartCafe	830215922-552,5	Sudeste
502346	3*7*2019	Marina	Moura_Timberg	Espirito Santo/Serra	              Eletroportateis	FP32/Ferro de passar-500Wvapor	878291006-552,42	Sudeste
287076	1*3*2019	Ana	Fontenelle_Garcia	Espirito Santo/Vila Velha	             Eletrodoméstico	AC75/Ar condicionado-7500BTUSplit	854603638-1581,03	Sudeste
450978	20*9*2019	Henrique	Campos_Giácomo	Espirito Santo/Vila Velha	        Eletrônicos	SP13/Celular-4G64GB	869417589-3028,9	Sudeste
446782	20*9*2019	Caio	Gimenez_Gimenez	Espirito Santo/Vitória	                   Eletrônicos	TB47/Tablet-9,6pol	863496545-1471,23	Sudeste
907096	4*11*2019	Ana Júlia	Lafaiete_Noronha	Espirito Santo/Vitória	           Eletrodoméstico	CFO4/Fogão-6Bocas110V	845600755-1467,6	Sudeste
337644	22*10*2019	Sarah	Arantes_Müller	Espirito Santo/Vitória	                   Eletroportateis	CF16/Cafeteira-smartCafe	832747117-552,5	Sudeste
*********	*********	*********	*********	*********	*********	*********	*********	*********
420287	22*4*2019	Bernardo	Hickmann_Duarte	Goias/Anapólis	           Eletrodoméstico	CFO4/Fogão-6Bocas110V	859876005-1467,6	Centro-Oeste
613252	30*7*2019	Enrico	Muniz_Liberato	Goias/Anapólis	             Eletrodoméstico	AC12/Ar condicionado-12000BTUSplit	874734358-2182,42	Centro-Oeste
495177	23*8*2019	Beatriz	Werneck_Gimenez	Goias/Anapólis	              Eletroportateis	FP02/Ferro de passar-300Wvapor	875963274-134,72	Centro-Oeste
374418	31*3*2019	Guilherme	Moraes_Garcia	Goias/Anapólis	         Eletrônicos	ST88/SmartTV-FullHD32pol	836890150-3628,63	Centro-Oeste
448488	27*6*2019	Lara	Schumacher_Lins	Goias/Anapólis	         Eletrônicos	ST88/SmartTV-FullHD32pol	814581122-3628,63	Centro-Oeste
792656	26*11*2019	Eduardo	Carvalho_Giácomo	Goias/Anapólis	           Eletrodoméstico	CFO4/Fogão-6Bocas110V	869333311-1467,6	Centro-Oeste
372683	21*10*2019	Júlia	Bastos_Dolabella	Goias/Aparecida de Goiânia	           Eletrodoméstico	CFO4/Fogão-6Bocas110V	873646438-1467,6	Centro-Oeste
784617	27*10*2019	Thiago	Johnson_Menezes	Goias/Goiânia	           Eletrodoméstico	CFO4/Fogão-6Bocas110V	843661754-1467,6	Centro-Oeste
409712	17*6*2019	Alice	Bernardi_Bial	Goias/Luziânia	Eletroportateis	LQ12/Liquidificador-5velocidades	827688333-588,82	Centro-Oeste
843434	28*8*2019	Davi Lucca	Müller_Cavalcante	Goias/Luziânia	           Eletrodoméstico	52SB/Fogão-4Bocas220V	850750695-966,24	Centro-Oeste
598746	11*3*2019	Bryan	Guimarães_Muniz	Goias/Rio Verde	        Eletrônicos	SP3X/Celular-4GB128GB	883537013-4821,03	Centro-Oeste
762860	8*5*2019	Isadora	Carvalho_Gimenez	Goias/Rio Verde	       Eletrodoméstico	LR79/Lavadora-7kgBiVolt	889809288-2564,12	Centro-Oeste
566110	29*11*2019	Luiz_Gustavo	Torres_Castro	Goias/Rio Verde	Eletroportateis	LQ12/Liquidificador-5velocidades	893784796-588,82	Centro-Oeste
423453	6*1*2019	Heloísa	Silverstone_Lombardi	Goias/Rio Verde	             Eletrodoméstico	AC75/Ar condicionado-7500BTUSplit	890598809-1581,03	Centro-Oeste
620440	16*1*2019	Larissa	Mazzaropi_Bongiovanni	Goias/Rio Verde	                   Eletroportateis	CF16/Cafeteira-smartCafe	823473457-552,5	Centro-Oeste
282124	22*7*2019	Vinicius	Reymond_Antunes	Goias/Rio Verde	                 Eletrodoméstico	B30L/Refrigerador-330LBranco	869993951-5899,36	Centro-Oeste
710531	23*7*2019	Ana Clara	Silverstone_Barcellos	Goias/Rio Verde	                   Eletroportateis	CF67/Cafeteira-convencional	887754044-105,51	Centro-Oeste
*********	*********	*********	*********	*********	*********	*********	*********	*********
823078	16*7*2019	Lorenzo	Bial_Ferraz	Maranhao/Caxias	           Eletrodoméstico	52SB/Fogão-4Bocas220V	870869880-966,24	Nordeste
841618	4*2*2019	Lucca	Liberato_Lessa	Maranhao/Caxias	           Eletrodoméstico	52SB/Fogão-4Bocas220V	819791654-966,24	Nordeste
726996	17*3*2019	Isabella	Garcia_Bittencourt	Maranhao/Caxias	             Eletrodoméstico	AC12/Ar condicionado-12000BTUSplit	829079628-2182,42	Nordeste
681650	10*5*2019	Vinicius	Giácomo_Moura	Maranhao/Imperatriz	                   Eletroportateis	CF67/Cafeteira-convencional	816367768-105,51	Nordeste
775447	11*9*2019	Gustavo	Assunção_Lambertini	Maranhao/Imperatriz	           Eletrodoméstico	CFO4/Fogão-6Bocas110V	835584686-1467,6	Nordeste
212689	22*12*2019	Daniel	Abravanel_Fernandes	Maranhao/Imperatriz	        Eletrônicos	SP13/Celular-4G64GB	884620696-3028,9	Nordeste
604866	1*8*2019	Nicolas	Castiel_Boaventura	Maranhao/São José do Ribamar	       Eletrodoméstico	LR13/Lavadora-12kg110V	844942625-2675,99	Nordeste
268107	29*5*2019	Valentina	Johnson_Vilela	Maranhao/São José do Ribamar	        Eletrônicos	SP3X/Celular-4GB128GB	841919022-4821,03	Nordeste
407607	29*10*2019	Heloísa	Silverstone_Marinho	Maranhao/São José do Ribamar	       Eletrodoméstico	LR79/Lavadora-7kgBiVolt	856966515-2564,12	Nordeste
595889	5*12*2019	Gabriela	Cavalcante_Vargas	Maranhao/São Luís	                   Eletroportateis	CF16/Cafeteira-smartCafe	832084992-552,5	Nordeste
809451	12*2*2019	Gustavo	Moraes_Vilela	Maranhao/Timon	          Eletrônicos	NT9X/Notebook-i78GB1TB	816341310-4896,53	Nordeste
577488	25*9*2019	Lucas	Resende_Barcellos	Maranhao/Timon	Eletroportateis	LQ67/Liquidificador-3velocidades	825726627-302,01	Nordeste
*********	*********	*********	*********	*********	*********	*********	*********	*********
148881	18*1*2019	Samuel	Monteiro_Moura	Minas Gerais/Belo Horizonte	        Eletrônicos	SP13/Celular-4G64GB	861718083-3028,9	Sudeste
863426	26*7*2019	Lorenzo	Castro_Kannenberg	Minas Gerais/Belo Horizonte	              Eletroportateis	FP02/Ferro de passar-300Wvapor	852148305-134,72	Sudeste
756809	28*2*2019	Lorenzo	Steves_Gomes	Minas Gerais/Belo Horizonte	              Eletroportateis	FP32/Ferro de passar-500Wvapor	854063586-552,42	Sudeste
536957	21*3*2019	Luiz_Miguel	Figueiredo_Medeiros	Minas Gerais/Belo Horizonte	          Eletrônicos	NT8F/Notebook-i55GB500GB	889190985-3582,23	Sudeste
559598	25*5*2019	Ana	Sanches_Sanches	Minas Gerais/Belo Horizonte	                 Eletrodoméstico	C45L/Refrigerador-450litrosFros	898835416-2473,37	Sudeste
760635	2*4*2019	Giovanna	Lins_Ribeiro	Minas Gerais/Betim	           Eletrodoméstico	52SB/Fogão-4Bocas220V	871435394-966,24	Sudeste
511888	27*2*2019	Ana_Luiza	Bongiovanni_Martins	Minas Gerais/Betim	          Eletrônicos	NT9X/Notebook-i78GB1TB	861898140-4896,53	Sudeste
490170	12*12*2019	Ana	Evelyn_Kannenberg	Minas Gerais/Betim	          Eletrônicos	NT9X/Notebook-i78GB1TB	847583296-4896,53	Sudeste
420513	26*12*2019	Maria_Alice	Fontenelle_Bonner	Minas Gerais/Betim	              Eletroportateis	FP02/Ferro de passar-300Wvapor	887285075-134,72	Sudeste
455199	14*1*2019	Cauã	Martins_Mazzaropi	Minas Gerais/Juiz de Fora	           Eletrodoméstico	CFO4/Fogão-6Bocas110V	851281349-1467,6	Sudeste
393336	8*2*2019	Arthur	Trindade_Dieckmann	Minas Gerais/Juiz de Fora	                   Eletrônicos	TB7A/Tablet-7,5pol	891799764-844,65	Sudeste
582835	15*2*2019	Marina	Vasconcelos_Silverstone	Minas Gerais/Juiz de Fora	         Eletrônicos	ST56/SmartTV-4k52pol	885943768-6074,38	Sudeste
602782	2*9*2019	Enrico	Annenberg_Kannenberg	Minas Gerais/Juiz de Fora	                 Eletrodoméstico	B30L/Refrigerador-330LBranco	832009689-5899,36	Sudeste
853385	10*9*2019	Theo	Albuquerque_Marques	Minas Gerais/Juiz de Fora	                   Eletroportateis	CF67/Cafeteira-convencional	885173069-105,51	Sudeste
493145	4*1*2019	Vitor	Liberato_Vargas	Minas Gerais/Uberlândia	         Eletrônicos	ST88/SmartTV-FullHD32pol	898905193-3628,63	Sudeste
503405	2*10*2019	Beatriz	Gimenez_Medeiros	Minas Gerais/Uberlândia	        Eletrônicos	SP13/Celular-4G64GB	863410569-3028,9	Sudeste
