*********	*********	*********	*********	*********	*********	*********	*********	*********
ID SOLICITACAO	DATA SOLICITACAO	NOME CLIENTE	SOBRENOME CLIENTE	UF CLIENTE/CIDADE	DEPARTAMENTO	SKU/PRODUTO/CARACTERISTICAS	NUM NF/VALOR NF	REGIAO
310088	25*12*2019	Enzo Gabriel	Sheherazade_Muniz	Alagoas/União dos Palmares	           Eletrodoméstico	52SB/Fogão-4Bocas220V	833059356-966,24	Nordeste
630646	27*1*2019	Enzo	Resende_Rios	Alagoas/União dos Palmares	        Eletrônicos	SP13/Celular-4G64GB	864363789-3028,9	Nordeste
401276	10*11*2019	Maria Alice	Trindade_Lambertini	Alagoas/União dos Palmares	       Eletrodoméstico	LR13/Lavadora-12kg110V	850625201-2675,99	Nordeste
*********	*********	*********	*********	*********	*********	*********	*********	*********
225895	6*3*2019	Vicente	Monteiro_Monteiro	Amazonas/Coari	Eletroportateis	LQ67/Liquidificador-3velocidades	897613424-302,01	Norte
298420	18*7*2019	Maria Eduarda	Arantes_Timberg	Amazonas/Itacoatiara	       Eletrodoméstico	LR13/Lavadora-12kg110V	892880766-2675,99	Norte
658926	4*10*2019	Pedro_novo	Bastos_Vitti	Amazonas/Itacoatiara	         Eletrônicos	ST56/SmartTV-4k52pol	833022706-6074,38	Norte
340561	6*11*2019	Murilo	Garcia_Ferraz	Amazonas/Itacoatiara	                   Eletroportateis	CF16/Cafeteira-smartCafe	826542623-552,5	Norte
236594	7*5*2019	Ana	Figueiredo_Lafaiete	Amazonas/Itacoatiara	           Eletrodoméstico	52SB/Fogão-4Bocas220V	838184938-966,24	Norte
614610	6*9*2019	Maria	Timberg_Lessa	Amazonas/Itacoatiara	                 Eletrodoméstico	C45L/Refrigerador-450litrosFros	822561989-2473,37	Norte
435141	13*1*2019	Enrico	Bastos_Carvalho	Amazonas/Manacapuru	          Eletrônicos	NT8F/Notebook-i55GB500GB	883854107-3582,23	Norte
248435	15*2*2019	Isabelly	Duarte_Albuquerque	Amazonas/Manacapuru	              Eletroportateis	FP32/Ferro de passar-500Wvapor	826211731-552,42	Norte
358522	25*4*2019	Maria_Eduarda	Oliveira_Novaes	Amazonas/Manacapuru	           Eletrodoméstico	52SB/Fogão-4Bocas220V	844487049-966,24	Norte
403368	21*8*2019	Giovanna	Alves_Moraes	Amazonas/Manacapuru	                 Eletrodoméstico	B30L/Refrigerador-330LBranco	849884385-5899,36	Norte
852169	8*6*2019	Yasmin	Abravanel_Fernandes	Amazonas/Manacapuru	         Eletrônicos	ST88/SmartTV-FullHD32pol	871646514-3628,63	Norte
416290	25*11*2019	Isadora	Fernandes_Martins	Amazonas/Manaus	       Eletrodoméstico	LR79/Lavadora-7kgBiVolt	853793811-2564,12	Norte
516263	6*3*2019	Valentina	Bongiovanni_Fischer	Amazonas/Parintins	         Eletrônicos	ST88/SmartTV-FullHD32pol	884583195-3628,63	Norte
345197	29*5*2019	Pedro_Lucas	Barros_Cavalcante	Amazonas/Parintins	       Eletrodoméstico	LR79/Lavadora-7kgBiVolt	825458142-2564,12	Norte
259978	30*6*2019	Heitor	Campos_Müller	Amazonas/Parintins	                 Eletrodoméstico	B30L/Refrigerador-330LBranco	822522889-5899,36	Norte
767783	16*5*2019	Marina	Alencar_Schoemberger	Amazonas/Parintins	         Eletrônicos	ST88/SmartTV-FullHD32pol	832032899-3628,63	Norte
654797	21*7*2019	Esther	Torres_Gimenez	Amazonas/Parintins	         Eletrônicos	ST56/SmartTV-4k52pol	879822584-6074,38	Norte
404042	22*12*2019	Maria_Alice	Dieckmann_Moscovis	Amazonas/Parintins	                   Eletrônicos	TB7A/Tablet-7,5pol	853859210-844,65	Norte
*********	*********	*********	*********	*********	*********	*********	*********	*********
586294	15*12*2019	Isadora	Marinho_Alves	Amapa/Laranjal do Jari	Eletroportateis	LQ67/Liquidificador-3velocidades	894049735-302,01	Norte
233735	7*3*2019	Bianca	Rios_Chapelin	Amapa/Laranjal do Jari	       Eletrodoméstico	LR13/Lavadora-12kg110V	875772833-2675,99	Norte
750785	11*3*2019	João Miguel	Marques_Carvalho	Amapa/Laranjal do Jari	         Eletrônicos	ST56/SmartTV-4k52pol	817524236-6074,38	Norte
297509	30*9*2019	Matheus	Kannenberg_Castro	Amapa/Laranjal do Jari	         Eletrônicos	ST88/SmartTV-FullHD32pol	844599052-3628,63	Norte
709492	29*12*2019	Isabella	Reymond_Ganzarolli	Amapa/Laranjal do Jari	       Eletrodoméstico	LR79/Lavadora-7kgBiVolt	869054094-2564,12	Norte
905175	3*2*2019	Bianca	Rios_Andrade	Amapa/Macapá	         Eletrônicos	ST88/SmartTV-FullHD32pol	886058959-3628,63	Norte
889983	6*11*2019	Ana_Luiza	Kannenberg_Bastos	Amapa/Macapá	        Eletrônicos	SP3X/Celular-4GB128GB	844832054-4821,03	Norte
613108	9*8*2019	Maria_Luiza	Cavalcante_Sanches	Amapa/Macapá	             Eletrodoméstico	AC75/Ar condicionado-7500BTUSplit	826774607-1581,03	Norte
410074	30*8*2019	Miguel	Moraes_Lombardi	Amapa/Macapá	        Eletrônicos	SP3X/Celular-4GB128GB	895433448-4821,03	Norte
254292	30*9*2019	Sarah	Close_Cavalcante	Amapa/Macapá	                   Eletroportateis	CF16/Cafeteira-smartCafe	893159708-552,5	Norte
693669	16*11*2019	Júlia	Ganzarolli_Figueiredo	Amapa/Macapá	                   Eletrônicos	TB7A/Tablet-7,5pol	860282874-844,65	Norte
528142	1*9*2019	Maria_Clara	Gimenez_Guimarães	Amapa/Mazagão	           Eletrodoméstico	CFO4/Fogão-6Bocas110V	840662706-1467,6	Norte
667717	21*6*2019	Ana Luiza	Annenberg_Dantas	Amapa/Oiapoque	           Eletrodoméstico	52SB/Fogão-4Bocas220V	822173232-966,24	Norte
537119	26*6*2019	Rafael	Bonner_Carvalho	Amapa/Oiapoque	Eletroportateis	LQ67/Liquidificador-3velocidades	860149025-302,01	Norte
734992	1*3*2019	Yasmin	D’Ávila_Bongiovanni	Amapa/Oiapoque	          Eletrônicos	NT9X/Notebook-i78GB1TB	892477767-4896,53	Norte
329427	17*7*2019	Júlia	Santana_Steves	Amapa/Oiapoque	Eletroportateis	LQ12/Liquidificador-5velocidades	866589698-588,82	Norte
305735	13*8*2019	Vinicius	Kannenberg_Assunção	Amapa/Oiapoque	                   Eletrônicos	TB47/Tablet-9,6pol	886101503-1471,23	Norte
144851	5*11*2019	Ana_Luiza	Bongiovanni_Fischer	Amapa/Oiapoque	                 Eletrodoméstico	B30L/Refrigerador-330LBranco	825138845-5899,36	Norte
*********	*********	*********	*********	*********	*********	*********	*********	*********
639039	10*12*2019	Francisco	Reymond_Lafaiete	Bahia/Camaçari	        Eletrônicos	SP3X/Celular-4GB128GB	887014332-4821,03	Nordeste
170494	7*1*2019	Maria Fernanda	Drummond_Maldonado	Bahia/Camaçari	          Eletrônicos	NT8F/Notebook-i55GB500GB	863325867-3582,23	Nordeste
798529	31*7*2019	Lorenzo	Montenegro_Sampaio	Bahia/Camaçari	       Eletrodoméstico	LR79/Lavadora-7kgBiVolt	856710139-2564,12	Nordeste
122876	4*12*2019	Ana_Clara	Johnson_Ribeiro	Bahia/Camaçari	         Eletrônicos	ST56/SmartTV-4k52pol	865919976-6074,38	Nordeste
122059	10*9*2019	Miguel	Lombardi_Boaventura	Bahia/Feira de Santana	              Eletroportateis	FP02/Ferro de passar-300Wvapor	840979385-134,72	Nordeste
103737	10*3*2019	Marina	Sanches_Campos	Bahia/Itabuna	         Eletrônicos	ST56/SmartTV-4k52pol	823840105-6074,38	Nordeste
813371	2*5*2019	Maria_Eduarda	Schumacher_Close	Bahia/Itabuna	         Eletrônicos	ST88/SmartTV-FullHD32pol	890625919-3628,63	Nordeste
122102	12*6*2019	Cecília	Mazzaropi_Lafaiete	Bahia/Itabuna	                 Eletrodoméstico	C45L/Refrigerador-450litrosFros	892891112-2473,37	Nordeste
452958	2*8*2019	Antônio	Boaventura_Meneghel	Bahia/Itabuna	        Eletrônicos	SP3X/Celular-4GB128GB	897181376-4821,03	Nordeste
619025	11*1*2019	Davi	Martins_Timberg	Bahia/Itabuna	Eletroportateis	LQ12/Liquidificador-5velocidades	816240289-588,82	Nordeste
624898	23*8*2019	Nicolas	Trindade_Dolabella	Bahia/Itabuna	         Eletrônicos	ST88/SmartTV-FullHD32pol	868630464-3628,63	Nordeste
412068	3*2*2019	Esther	Hickmann_Novaes	Bahia/Salvador	                   Eletrônicos	TB7A/Tablet-7,5pol	870429052-844,65	Nordeste
689404	5*4*2019	Francisco	Monteiro_Oliveira	Bahia/Salvador	Eletroportateis	LQ67/Liquidificador-3velocidades	879068988-302,01	Nordeste
384860	31*8*2019	Rafael	Schmütz_Bonner	Bahia/Vitória da Conquista	                   Eletroportateis	CF16/Cafeteira-smartCafe	899614437-552,5	Nordeste
766161	10*11*2019	Maria Eduarda	Antunes_Ferraz	Bahia/Vitória da Conquista	        Eletrônicos	SP3X/Celular-4GB128GB	836972206-4821,03	Nordeste
*********	*********	*********	*********	*********	*********	*********	*********	*********
449196	3*3*2019	Luiz_Miguel	Meneghel_Ganzarolli	Ceara/Caucaia	                   Eletrônicos	TB47/Tablet-9,6pol	838533005-1471,23	Nordeste
511727	5*12*2019	Gabriel	Annenberg_Medeiros	Ceara/Caucaia	                 Eletrodoméstico	C45L/Refrigerador-450litrosFros	881670130-2473,37	Nordeste
634757	30*6*2019	Rebeca	Campos_Bonner	Ceara/Caucaia	         Eletrônicos	ST88/SmartTV-FullHD32pol	854491228-3628,63	Nordeste
757602	15*9*2019	Benjamin	Menezes_Oliveira	Ceara/Caucaia	                 Eletrodoméstico	C45L/Refrigerador-450litrosFros	877509535-2473,37	Nordeste
319367	12*10*2019	Letícia	Dolabella_Ferrari	Ceara/Caucaia	Eletroportateis	LQ67/Liquidificador-3velocidades	822704403-302,01	Nordeste
858552	20*2*2019	Júlia	Vitti_Gonçalves	Ceara/Fortaleza	          Eletrônicos	NT9X/Notebook-i78GB1TB	896537335-4896,53	Nordeste
701295	7*4*2019	Benício	Drummond_Trindade	Ceara/Fortaleza	                   Eletroportateis	CF16/Cafeteira-smartCafe	893029474-552,5	Nordeste
216321	16*7*2019	Antônio	Reymond_Bonner	Ceara/Fortaleza	       Eletrodoméstico	LR79/Lavadora-7kgBiVolt	847515577-2564,12	Nordeste
117987	5*1*2019	Murilo	Castro_Riche	Ceara/Juazeiro do Norte	                   Eletroportateis	CF16/Cafeteira-smartCafe	863853485-552,5	Nordeste
347198	21*4*2019	João Vitor	Medeiros_Schumacher	Ceara/Juazeiro do Norte	                   Eletrônicos	TB47/Tablet-9,6pol	821061434-1471,23	Nordeste
255068	23*10*2019	Vicente	Martins_Ganzarolli	Ceara/Juazeiro do Norte	                 Eletrodoméstico	C45L/Refrigerador-450litrosFros	848294484-2473,37	Nordeste
251267	9*1*2019	Helena	Torres_Timberg	Ceara/Maracanaú	Eletroportateis	LQ67/Liquidificador-3velocidades	840514270-302,01	Nordeste
190520	30*6*2019	Valentina	Lafaiete_Monteiro	Ceara/Maracanaú	Eletroportateis	LQ12/Liquidificador-5velocidades	886865247-588,82	Nordeste
464789	19*8*2019	Felipe	Martins_Carvalho	Ceara/Maracanaú	              Eletroportateis	FP32/Ferro de passar-500Wvapor	853438710-552,42	Nordeste
821084	8*10*2019	Emanuelly	Bastos_Fontenelle	Ceara/Maracanaú	           Eletrodoméstico	52SB/Fogão-4Bocas220V	849663083-966,24	Nordeste
124310	14*2*2019	Cauã	Marinho_Assunção	Ceara/Sobral	                   Eletroportateis	CF67/Cafeteira-convencional	844509626-105,51	Nordeste
830473	1*4*2019	Bianca	Bonner_Fernandes	Ceara/Sobral	        Eletrônicos	SP3X/Celular-4GB128GB	874404548-4821,03	Nordeste
907015	30*5*2019	Ana Júlia	Albuquerque_Liberato	Ceara/Sobral	        Eletrônicos	SP3X/Celular-4GB128GB	852258231-4821,03	Nordeste
292674	16*10*2019	Maria_Cecília	Vargas_Lins	Ceara/Sobral	                 Eletrodoméstico	C45L/Refrigerador-450litrosFros	891111352-2473,37	Nordeste
449112	2*12*2019	Joaquim	Ganzarolli_Albuquerque	Ceara/Sobral	        Eletrônicos	SP3X/Celular-4GB128GB	830392427-4821,03	Nordeste
*********	*********	*********	*********	*********	*********	*********	*********	*********
788908	29*4*2019	Nicole	Resende_Medeiros	Distrito Federal/Brasília	             Eletrodoméstico	AC12/Ar condicionado-12000BTUSplit	898401002-2182,42	Centro-Oeste
*********	*********	*********	*********	*********	*********	*********	*********	*********
107191	20*5*2019	Larissa	Albuquerque_Albuquerque	Espirito Santo/Cachoeiro do Itapemirim	       Eletrodoméstico	LR79/Lavadora-7kgBiVolt	836348725-2564,12	Sudeste
212890	26*3*2019	Heloísa	Arantes_Fischer	Espirito Santo/Cachoeiro do Itapemirim	                 Eletrodoméstico	B30L/Refrigerador-330LBranco	818678209-5899,36	Sudeste
805008	25*5*2019	Bernardo	Bittencourt_Evelyn	Espirito Santo/Cariacica	             Eletrodoméstico	AC75/Ar condicionado-7500BTUSplit	829081943-1581,03	Sudeste
331373	16*10*2019	Bianca	Barros_Lins	Espirito Santo/Cariacica	             Eletrodoméstico	AC75/Ar condicionado-7500BTUSplit	829579237-1581,03	Sudeste
735077	20*1*2019	Maria	Góes_Liberato	Espirito Santo/Cariacica	             Eletrodoméstico	AC75/Ar condicionado-7500BTUSplit	830168968-1581,03	Sudeste
523784	6*4*2019	Murilo	Dieckmann_Schmütz	Espirito Santo/Cariacica	          Eletrônicos	NT8F/Notebook-i55GB500GB	886623441-3582,23	Sudeste
262441	30*7*2019	Davi Lucas	Fagundes_Annenberg	Espirito Santo/Cariacica	           Eletrodoméstico	CFO4/Fogão-6Bocas110V	818251720-1467,6	Sudeste
849078	18*5*2019	Joaquim	Silverstone_Chapelin	Espirito Santo/Serra	             Eletrodoméstico	AC75/Ar condicionado-7500BTUSplit	885205839-1581,03	Sudeste
650404	21*8*2019	Henrique	Alves_Dantas	Espirito Santo/Serra	Eletroportateis	LQ67/Liquidificador-3velocidades	823128937-302,01	Sudeste
257990	19*1*2019	Ana Clara	Barcellos_Reymond	Espirito Santo/Serra	       Eletrodoméstico	LR79/Lavadora-7kgBiVolt	858906076-2564,12	Sudeste
157968	18*10*2019	Sarah	Johnson_D’Ávila	Espirito Santo/Vila Velha	             Eletrodoméstico	AC75/Ar condicionado-7500BTUSplit	841745742-1581,03	Sudeste
124403	3*1*2019	Murilo	Giácomo_Gimenez	Espirito Santo/Vitória	       Eletrodoméstico	LR13/Lavadora-12kg110V	864489286-2675,99	Sudeste
909533	28*2*2019	Maria_Júlia	Gonçalves_Garcia	Espirito Santo/Vitória	       Eletrodoméstico	LR79/Lavadora-7kgBiVolt	860654245-2564,12	Sudeste
774241	27*5*2019	Lucas	Chapelin_Annenberg	Espirito Santo/Vitória	         Eletrônicos	ST56/SmartTV-4k52pol	891290019-6074,38	Sudeste
451990	15*11*2019	Gustavo	Monteiro_Schmütz	Espirito Santo/Vitória	        Eletrônicos	SP3X/Celular-4GB128GB	885864614-4821,03	Sudeste
465215	17*10*2019	João Lucas	Vargas_Gomes	Espirito Santo/Vitória	       Eletrodoméstico	LR79/Lavadora-7kgBiVolt	839760136-2564,12	Sudeste
676679	2*11*2019	Benjamin	Falabella_Riche	Espirito Santo/Vitória	        Eletrônicos	SP3X/Celular-4GB128GB	839126350-4821,03	Sudeste
*********	*********	*********	*********	*********	*********	*********	*********	*********
815871	11*1*2019	Amanda	Lafaiete_Ganzarolli	Goias/Anapólis	       Eletrodoméstico	LR13/Lavadora-12kg110V	887803437-2675,99	Centro-Oeste
311610	25*8*2019	Davi_Miguel	Guimarães_Ganzarolli	Goias/Anapólis	             Eletrodoméstico	AC75/Ar condicionado-7500BTUSplit	864229766-1581,03	Centro-Oeste
650966	2*12*2019	Ana Luiza	Rios_Lambertini	Goias/Anapólis	                   Eletrônicos	TB7A/Tablet-7,5pol	855952256-844,65	Centro-Oeste
711878	24*1*2019	Vitória	Montenegro_Oliveira	Goias/Anapólis	              Eletroportateis	FP02/Ferro de passar-300Wvapor	886742564-134,72	Centro-Oeste
608701	10*4*2019	Joaquim	Lessa_Castiel	Goias/Anapólis	       Eletrodoméstico	LR79/Lavadora-7kgBiVolt	878441877-2564,12	Centro-Oeste
638472	9*6*2019	Rafaela	Rios_Sampaio	Goias/Anapólis	        Eletrônicos	SP3X/Celular-4GB128GB	874994384-4821,03	Centro-Oeste
692820	18*10*2019	Luiz_Miguel	Garcia_Vilela	Goias/Anapólis	                   Eletroportateis	CF67/Cafeteira-convencional	819074904-105,51	Centro-Oeste
208072	28*12*2019	Sophia	Johnson_Marques	Goias/Anapólis	       Eletrodoméstico	LR79/Lavadora-7kgBiVolt	877760335-2564,12	Centro-Oeste
759323	22*3*2019	Bernardo	Moura_Lambertini	Goias/Aparecida de Goiânia	        Eletrônicos	SP3X/Celular-4GB128GB	848685319-4821,03	Centro-Oeste
106518	25*3*2019	Maria_Eduarda	Alves_Resende	Goias/Goiânia	              Eletroportateis	FP02/Ferro de passar-300Wvapor	838534119-134,72	Centro-Oeste
478319	4*8*2019	Maria Fernanda	Antunes_Menezes	Goias/Goiânia	              Eletroportateis	FP32/Ferro de passar-500Wvapor	894955251-552,42	Centro-Oeste
384351	26*10*2019	Helena	Barcellos_Lambertini	Goias/Goiânia	          Eletrônicos	NT8F/Notebook-i55GB500GB	885195239-3582,23	Centro-Oeste
628188	13*3*2019	Bianca	Albuquerque_Giácomo	Goias/Goiânia	         Eletrônicos	ST56/SmartTV-4k52pol	840035462-6074,38	Centro-Oeste
503136	14*3*2019	Isadora	Medeiros_Schmütz	Goias/Goiânia	Eletroportateis	LQ67/Liquidificador-3velocidades	821073042-302,01	Centro-Oeste
397288	30*3*2019	Gustavo	Marinho_Martins	Goias/Goiânia	Eletroportateis	LQ67/Liquidificador-3velocidades	833633366-302,01	Centro-Oeste
319363	29*4*2019	Thiago	Rios_Cavalcante	Goias/Luziânia	Eletroportateis	LQ12/Liquidificador-5velocidades	876929860-588,82	Centro-Oeste
522481	17*5*2019	Alícia	Lafaiete_Monteiro	Goias/Luziânia	         Eletrônicos	ST88/SmartTV-FullHD32pol	839449227-3628,63	Centro-Oeste
695207	6*12*2019	Maria Luiza	Vitti_Dantas	Goias/Luziânia	                   Eletrônicos	TB47/Tablet-9,6pol	855686030-1471,23	Centro-Oeste
784428	10*4*2019	Manuela	Boaventura_Martins	Goias/Luziânia	          Eletrônicos	NT9X/Notebook-i78GB1TB	830787688-4896,53	Centro-Oeste
280071	11*4*2019	Vinicius	Meneghel_Bial	Goias/Luziânia	              Eletroportateis	FP02/Ferro de passar-300Wvapor	871668020-134,72	Centro-Oeste
322019	9*1*2019	Ana Luiza	Andrade_Vitti	Goias/Rio Verde	           Eletrodoméstico	CFO4/Fogão-6Bocas110V	885885493-1467,6	Centro-Oeste
357010	25*1*2019	Thiago	Drummond_Lessa	Goias/Rio Verde	        Eletrônicos	SP3X/Celular-4GB128GB	823553862-4821,03	Centro-Oeste
238326	28*1*2019	Gabriela	Falabella_Cavalcante	Goias/Rio Verde	                 Eletrodoméstico	C45L/Refrigerador-450litrosFros	873299222-2473,37	Centro-Oeste
887012	7*7*2019	Clara	Novaes_Werneck	Goias/Rio Verde	       Eletrodoméstico	LR79/Lavadora-7kgBiVolt	867317805-2564,12	Centro-Oeste
*********	*********	*********	*********	*********	*********	*********	*********	*********
169229	20*1*2019	Benício	Trindade_Santana	Maranhao/Caxias	        Eletrônicos	SP13/Celular-4G64GB	854389684-3028,9	Nordeste
417270	15*1*2019	Nicolas	Liberato_Ferraz	Maranhao/Caxias	           Eletrodoméstico	52SB/Fogão-4Bocas220V	831157723-966,24	Nordeste
693637	26*2*2019	Vitor	Campos_Figueiredo	Maranhao/Caxias	          Eletrônicos	NT8F/Notebook-i55GB500GB	814346404-3582,23	Nordeste
714492	27*3*2019	Davi_Luiz	Sanches_Duarte	Maranhao/Caxias	             Eletrodoméstico	AC75/Ar condicionado-7500BTUSplit	894228113-1581,03	Nordeste
581688	2*5*2019	Miguel	Roriz_Fernandes	Maranhao/Caxias	             Eletrodoméstico	AC12/Ar condicionado-12000BTUSplit	843499265-2182,42	Nordeste
279490	26*12*2019	Ana_Júlia	Lessa_Andrade	Maranhao/Caxias	              Eletroportateis	FP02/Ferro de passar-300Wvapor	878488313-134,72	Nordeste
361163	21*1*2019	Maria_Luiza	Andrade_Moraes	Maranhao/Imperatriz	       Eletrodoméstico	LR13/Lavadora-12kg110V	859020003-2675,99	Nordeste
725725	19*7*2019	Davi_Luiz	Schoemberger_Lafaiete	Maranhao/Imperatriz	                   Eletroportateis	CF67/Cafeteira-convencional	894055763-105,51	Nordeste
434288	15*5*2019	Melissa	Vasconcelos_Roriz	Maranhao/Imperatriz	        Eletrônicos	SP3X/Celular-4GB128GB	857148060-4821,03	Nordeste
446935	8*7*2019	Matheus	Antunes_Vargas	Maranhao/Imperatriz	                   Eletrônicos	TB47/Tablet-9,6pol	882882453-1471,23	Nordeste
851254	2*7*2019	Gustavo	Close_Evelyn	Maranhao/São José do Ribamar	                   Eletroportateis	CF67/Cafeteira-convencional	884714218-105,51	Nordeste
650535	20*7*2019	Benício	Liberato_Moraes	Maranhao/São José do Ribamar	                   Eletroportateis	CF67/Cafeteira-convencional	819053179-105,51	Nordeste
683086	12*3*2019	Pedro Henrique	Moura_Vargas	Maranhao/São José do Ribamar	           Eletrodoméstico	52SB/Fogão-4Bocas220V	853353462-966,24	Nordeste
906673	17*12*2019	Nicole	Dieckmann_Rios	Maranhao/São José do Ribamar	Eletroportateis	LQ67/Liquidificador-3velocidades	836349152-302,01	Nordeste
632962	23*2*2019	Rafaela	Lins_Martins	Maranhao/São Luís	                   Eletroportateis	CF67/Cafeteira-convencional	816157859-105,51	Nordeste
753824	30*5*2019	Maria Clara	Lessa_Lessa	Maranhao/São Luís	                 Eletrodoméstico	C45L/Refrigerador-450litrosFros	884781325-2473,37	Nordeste
393305	9*1*2019	Guilherme	Novaes_Marques	Maranhao/São Luís	              Eletroportateis	FP02/Ferro de passar-300Wvapor	856201947-134,72	Nordeste
388008	28*1*2019	Felipe	Vitti_Johnson	Maranhao/Timon	           Eletrodoméstico	52SB/Fogão-4Bocas220V	836590597-966,24	Nordeste
534502	15*9*2019	Samuel	Moura_Vitti	Maranhao/Timon	          Eletrônicos	NT8F/Notebook-i55GB500GB	853143302-3582,23	Nordeste
811254	25*9*2019	Joaquim	Andrade_Timberg	Maranhao/Timon	         Eletrônicos	ST88/SmartTV-FullHD32pol	879117857-3628,63	Nordeste
496187	21*10*2019	Pedro_novo	Schoemberger_Annenberg	Maranhao/Timon	        Eletrônicos	SP13/Celular-4G64GB	861174275-3028,9	Nordeste
*********	*********	*********	*********	*********	*********	*********	*********	*********
558995	9*5*2019	Nicolas	Figueiredo_Ribeiro	Minas Gerais/Belo Horizonte	       Eletrodoméstico	LR13/Lavadora-12kg110V	882574707-2675,99	Sudeste
170514	21*11*2019	Murilo	Annenberg_Barros	Minas Gerais/Belo Horizonte	Eletroportateis	LQ12/Liquidificador-5velocidades	867933770-588,82	Sudeste
435185	5*12*2019	Vinicius	Giácomo_Menezes	Minas Gerais/Betim	                 Eletrodoméstico	C45L/Refrigerador-450litrosFros	859522684-2473,37	Sudeste
903742	26*10*2019	Davi Lucca	Boaventura_Campos	Minas Gerais/Betim	                 Eletrodoméstico	B30L/Refrigerador-330LBranco	847663150-5899,36	Sudeste
827574	4*12*2019	Leonardo	Dieckmann_Steves	Minas Gerais/Betim	         Eletrônicos	ST56/SmartTV-4k52pol	826952242-6074,38	Sudeste
443617	13*2*2019	Vicente	Johnson_Sheherazade	Minas Gerais/Contagem	                   Eletrônicos	TB47/Tablet-9,6pol	848276639-1471,23	Sudeste
811464	9*1*2019	Pedro Henrique	Marinho_Vitti	Minas Gerais/Contagem	           Eletrodoméstico	52SB/Fogão-4Bocas220V	867052085-966,24	Sudeste
540284	1*4*2019	Maria Luiza	Bonner_Moraes	Minas Gerais/Juiz de Fora	Eletroportateis	LQ12/Liquidificador-5velocidades	875945915-588,82	Sudeste
764925	13*6*2019	Alícia	Albuquerque_Meneghel	Minas Gerais/Juiz de Fora	              Eletroportateis	FP32/Ferro de passar-500Wvapor	832763291-552,42	Sudeste
751809	20*5*2019	Eduardo	Lombardi_Marques	Minas Gerais/Uberlândia	          Eletrônicos	NT9X/Notebook-i78GB1TB	877122571-4896,53	Sudeste
652742	22*5*2019	Isabella	Moraes_Kannenberg	Minas Gerais/Uberlândia	                   Eletrônicos	TB47/Tablet-9,6pol	874688390-1471,23	Sudeste
249349	7*9*2019	Gustavo	Abravanel_Vilela	Minas Gerais/Uberlândia	                 Eletrodoméstico	B30L/Refrigerador-330LBranco	837164273-5899,36	Sudeste
*********	*********	*********	*********	*********	*********	*********	*********	*********
215404	7*10*2019	Victor_Hugo	Menezes_Dieckmann	Mato Grosso do Sul/Campo Grande	                 Eletrodoméstico	B30L/Refrigerador-330LBranco	859299967-5899,36	Centro-Oeste
295134	26*11*2019	Maria_Cecília	Antunes_Martins	Mato Grosso do Sul/Campo Grande	             Eletrodoméstico	AC75/Ar condicionado-7500BTUSplit	879402760-1581,03	Centro-Oeste
796239	18*11*2019	Pedro Henrique	Arantes_Góes	Mato Grosso do Sul/Corumbá	              Eletroportateis	FP32/Ferro de passar-500Wvapor	897579407-552,42	Centro-Oeste
